epoch: 1/5, train_loss: 0.5551, train_acc: 0.7552,test_loss:767.0193, test_acc: 0.4875,test_recall: 0.9500, test_precision: 0.4935
epoch: 2/5, train_loss: 0.6148, train_acc: 0.7812,test_loss:1141.1633, test_acc: 0.5083,test_recall: 0.8833, test_precision: 0.5048
epoch: 3/5, train_loss: 0.3292, train_acc: 0.9427,test_loss:1831.6370, test_acc: 0.5000,test_recall: 0.7083, test_precision: 0.5000
epoch: 4/5, train_loss: 0.5382, train_acc: 0.9479,test_loss:588.9235, test_acc: 0.4667,test_recall: 0.5833, test_precision: 0.4730
epoch: 5/5, train_loss: 0.2569, train_acc: 0.9479,test_loss:448.0800, test_acc: 0.5375,test_recall: 0.9000, test_precision: 0.5217
epoch: 1/5, train_loss: 0.3004, train_acc: 0.9583,test_loss:1.5490, test_acc: 0.6333,test_recall: 0.2750, test_precision: 0.9706
epoch: 2/5, train_loss: 0.2390, train_acc: 0.9740,test_loss:0.6124, test_acc: 0.7583,test_recall: 0.5667, test_precision: 0.9189
epoch: 3/5, train_loss: 0.2465, train_acc: 0.9531,test_loss:2.0338, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 4/5, train_loss: 0.1944, train_acc: 0.9844,test_loss:63.4762, test_acc: 0.4917,test_recall: 0.7667, test_precision: 0.4946
epoch: 5/5, train_loss: 0.2314, train_acc: 0.9740,test_loss:12.5323, test_acc: 0.4958,test_recall: 0.9917, test_precision: 0.4979
epoch: 1/300, train_loss: 0.2524, train_acc: 0.9583,test_loss:1.2607, test_acc: 0.5500,test_recall: 0.1000, test_precision: 1.0000
epoch: 2/300, train_loss: 0.1753, train_acc: 0.9896,test_loss:4.0501, test_acc: 0.6167,test_recall: 0.9750, test_precision: 0.5680
epoch: 3/300, train_loss: 0.3029, train_acc: 0.9635,test_loss:36.3943, test_acc: 0.4958,test_recall: 0.9917, test_precision: 0.4979
epoch: 4/300, train_loss: 0.2124, train_acc: 0.9688,test_loss:0.5794, test_acc: 0.8250,test_recall: 0.8167, test_precision: 0.8305
epoch: 5/300, train_loss: 0.1648, train_acc: 0.9688,test_loss:1.0227, test_acc: 0.6667,test_recall: 0.6667, test_precision: 0.6667
epoch: 6/300, train_loss: 0.2556, train_acc: 0.9635,test_loss:2381.3689, test_acc: 0.5042,test_recall: 0.9917, test_precision: 0.5021
epoch: 7/300, train_loss: 0.1633, train_acc: 0.9635,test_loss:925.9713, test_acc: 0.4667,test_recall: 0.8667, test_precision: 0.4815
epoch: 8/300, train_loss: 0.2048, train_acc: 0.9740,test_loss:20.4573, test_acc: 0.4958,test_recall: 0.9750, test_precision: 0.4979
epoch: 9/300, train_loss: 0.1977, train_acc: 0.9792,test_loss:9.5876, test_acc: 0.5417,test_recall: 1.0000, test_precision: 0.5217
epoch: 10/300, train_loss: 0.1929, train_acc: 0.9583,test_loss:0.3221, test_acc: 0.8542,test_recall: 0.8000, test_precision: 0.8972
epoch: 11/300, train_loss: 0.1943, train_acc: 0.9635,test_loss:1.2168, test_acc: 0.5083,test_recall: 0.0250, test_precision: 0.7500
epoch: 12/300, train_loss: 0.1529, train_acc: 0.9688,test_loss:1.1151, test_acc: 0.5625,test_recall: 0.1500, test_precision: 0.8571
epoch: 13/300, train_loss: 0.1206, train_acc: 0.9740,test_loss:3.0374, test_acc: 0.5000,test_recall: 0.0000, test_precision: 0.0000
epoch: 14/300, train_loss: 0.0966, train_acc: 0.9844,test_loss:1.2558, test_acc: 0.6083,test_recall: 0.2250, test_precision: 0.9643
epoch: 15/300, train_loss: 0.1287, train_acc: 0.9844,test_loss:0.5249, test_acc: 0.7458,test_recall: 0.5000, test_precision: 0.9836
epoch: 16/300, train_loss: 0.0888, train_acc: 0.9948,test_loss:2.1350, test_acc: 0.5375,test_recall: 0.0750, test_precision: 1.0000
epoch: 17/300, train_loss: 0.1045, train_acc: 0.9948,test_loss:1.8293, test_acc: 0.5000,test_recall: 0.0000, test_precision: 0.0000
epoch: 18/300, train_loss: 0.1387, train_acc: 0.9844,test_loss:0.8701, test_acc: 0.6625,test_recall: 0.9667, test_precision: 0.6010
