epoch: 1/300, train_loss: 0.6528, train_acc: 0.7604,test_loss:0.8534, test_acc: 0.5458,test_recall: 0.4500, test_precision: 0.5567
epoch: 2/300, train_loss: 0.5640, train_acc: 0.7812,test_loss:0.8880, test_acc: 0.5021,test_recall: 0.6417, test_precision: 0.5016
epoch: 3/300, train_loss: 0.5098, train_acc: 0.7969,test_loss:1.0753, test_acc: 0.5229,test_recall: 0.2000, test_precision: 0.5647
epoch: 4/300, train_loss: 0.4768, train_acc: 0.8333,test_loss:0.9545, test_acc: 0.4958,test_recall: 0.6667, test_precision: 0.4969
epoch: 5/300, train_loss: 0.4422, train_acc: 0.8802,test_loss:1.0087, test_acc: 0.5208,test_recall: 0.3250, test_precision: 0.5342
epoch: 6/300, train_loss: 0.3427, train_acc: 0.8958,test_loss:1.0145, test_acc: 0.5000,test_recall: 0.4875, test_precision: 0.5000
epoch: 7/300, train_loss: 0.3929, train_acc: 0.8385,test_loss:1.0742, test_acc: 0.5104,test_recall: 0.3667, test_precision: 0.5146
epoch: 8/300, train_loss: 0.3295, train_acc: 0.8958,test_loss:1.1885, test_acc: 0.4958,test_recall: 0.3000, test_precision: 0.4932
epoch: 9/300, train_loss: 0.2109, train_acc: 0.9531,test_loss:1.2018, test_acc: 0.4833,test_recall: 0.5250, test_precision: 0.4846
epoch: 10/300, train_loss: 0.1684, train_acc: 0.9635,test_loss:1.6173, test_acc: 0.4938,test_recall: 0.2917, test_precision: 0.4895
epoch: 11/300, train_loss: 0.2734, train_acc: 0.9323,test_loss:1.4700, test_acc: 0.4958,test_recall: 0.3292, test_precision: 0.4938
epoch: 12/300, train_loss: 0.2062, train_acc: 0.9531,test_loss:1.3876, test_acc: 0.4688,test_recall: 0.4750, test_precision: 0.4691
epoch: 13/300, train_loss: 0.1824, train_acc: 0.9688,test_loss:1.4244, test_acc: 0.4896,test_recall: 0.4083, test_precision: 0.4876
epoch: 14/300, train_loss: 0.1677, train_acc: 0.9792,test_loss:1.4917, test_acc: 0.5167,test_recall: 0.4875, test_precision: 0.5177
epoch: 15/300, train_loss: 0.1253, train_acc: 0.9792,test_loss:1.6635, test_acc: 0.4812,test_recall: 0.5208, test_precision: 0.4826
epoch: 16/300, train_loss: 0.1043, train_acc: 0.9792,test_loss:1.9308, test_acc: 0.5042,test_recall: 0.3125, test_precision: 0.5068
epoch: 17/300, train_loss: 0.1109, train_acc: 0.9792,test_loss:1.8268, test_acc: 0.4854,test_recall: 0.4500, test_precision: 0.4843
epoch: 18/300, train_loss: 0.1073, train_acc: 0.9896,test_loss:1.8964, test_acc: 0.4854,test_recall: 0.4583, test_precision: 0.4846
epoch: 19/300, train_loss: 0.0837, train_acc: 0.9896,test_loss:1.9476, test_acc: 0.4792,test_recall: 0.5208, test_precision: 0.4808
epoch: 20/300, train_loss: 0.0826, train_acc: 0.9844,test_loss:1.9446, test_acc: 0.5188,test_recall: 0.4167, test_precision: 0.5236
epoch: 21/300, train_loss: 0.0738, train_acc: 1.0000,test_loss:1.8864, test_acc: 0.5271,test_recall: 0.5542, test_precision: 0.5257
epoch: 22/300, train_loss: 0.0763, train_acc: 0.9896,test_loss:2.0184, test_acc: 0.5354,test_recall: 0.5000, test_precision: 0.5381
epoch: 23/300, train_loss: 0.0733, train_acc: 0.9896,test_loss:2.1759, test_acc: 0.5354,test_recall: 0.5875, test_precision: 0.5321
epoch: 24/300, train_loss: 0.0965, train_acc: 0.9792,test_loss:2.3807, test_acc: 0.5271,test_recall: 0.4125, test_precision: 0.5351
epoch: 25/300, train_loss: 0.0533, train_acc: 1.0000,test_loss:2.4914, test_acc: 0.5000,test_recall: 0.6125, test_precision: 0.5000
epoch: 26/300, train_loss: 0.0783, train_acc: 0.9844,test_loss:2.4802, test_acc: 0.5188,test_recall: 0.3333, test_precision: 0.5298
epoch: 27/300, train_loss: 0.1116, train_acc: 0.9792,test_loss:2.2733, test_acc: 0.4792,test_recall: 0.3917, test_precision: 0.4747
epoch: 28/300, train_loss: 0.1417, train_acc: 0.9792,test_loss:3.5562, test_acc: 0.4875,test_recall: 0.1625, test_precision: 0.4643
epoch: 29/300, train_loss: 0.2902, train_acc: 0.9583,test_loss:2.0541, test_acc: 0.5167,test_recall: 0.5625, test_precision: 0.5153
epoch: 30/300, train_loss: 0.0800, train_acc: 0.9948,test_loss:2.3406, test_acc: 0.5125,test_recall: 0.2833, test_precision: 0.5231
epoch: 31/300, train_loss: 0.0783, train_acc: 0.9896,test_loss:2.1131, test_acc: 0.5146,test_recall: 0.5208, test_precision: 0.5144
